vid_idx,date,user_name,likes,commentvid_idx,date,user_name,likes,commentvid_idx,date,user_name,likes,comment0,2021.08.29,步步高家教机&小天才电话手表,33,为什么临终要在医院里度过
0,2022.01.08,一拳锤死你,12,你不会以为别人临终是像你睡觉一样舒服吧要不是发病的时候疼到实在受不了你以为他们会在医院走过最后的时间吗？世界这么大不出几个傻卵我还以为我在天堂
0,2022.02.16,倾疚,3,不要跟他讲理，他像个故步自封的问题儿童，像是那种什么都不懂，却要说占在别人角度想的人
0,2021.08.29,月光下的一隅,7,因为不想太痛苦
0,2021.09.14,御风悠扬,16,这个该在抖音中宣传
0,2021.11.26,刺猬小哥,5,我怎么看完这个，感觉人生活着可没意思了，最后都得死
0,2022.04.18,干装修的papi哥,0,活着才是短暂的，所以要好好活着
0,2022.04.17,皮妞麻麻,0,我有时候也会想这个问题，人活着为了什么呢
0,2021.12.12,用户7129932887088,3,就是因为会逝去，生命才被赋予意义
0,2021.11.30,刘同学啊,8,支持安乐死，这是对自己的生命一份体面
0,2021.09.14,御风悠扬,6,新生命熠熠生辉，临终之时也不该默默而逝，多一些关怀，多一些关注，或许现在的社会中青年人从观念上会得到根本上改变！！！
0,2021.10.31,！,3,真的很佩服在这里工作的医生，是我的话绝对会抑郁，气氛太压抑了，每天看着生命离去自己却毫无办法，这种感觉真的太难过了
0,2022.01.09,梁建美,0,主要是没胆子晚上都不敢起夜 也不敢睡觉
0,2022.02.11,感悟,1,我想去这样的医院做义工，因为我这个月2月2号刚刚送走爸爸。我双手紧紧握住爸爸的手，轻声细语跟他聊天，让他安详的走完他最后一程。
0,2022.04.18,强强,1,人活一世没有意义
0,2022.04.18,干装修的papi哥,0,活着才是短暂的
0,2022.02.11,陈肉肉,0,我一直心里在斗争着要不要送我的父亲临终关怀 我一直在尽全力的拯救他的生命 可是连医生都束手无策 就在和母亲轮流照顾他的时候 母亲突然急性脑梗中风也住进了医院 
0,2022.02.11,鸿錁,0,加油
0,2022.02.19,开心过好每一,0,有意思的地方为什么我见的病人过来时就心跳20几下血压没有
0,2021.12.23,放逐青春,0,什么病都无法逆转
0,2022.04.18,春姐家美食,0,看到这个视频第二次，第一次流泪，今天还是流泪了
0,2022.04.12,能吃苦的炮炮,0,来日不方长
0,2021.12.25,熊哥,0,节目很好，声音很疗愈，内容很深刻，谢谢
0,2021.09.19,w59449057,6,应该多一点这样的地方
0,2021.12.01,dypv5xomh4k5,0,@promising 今天晚上看的短片
0,2022.03.10,ccbb不爱喝水,0,@Wei.就是这个
0,2021.11.20,passer,0,@温柔收藏家~ @上风予橘 @羊小毛 @那咱揣兜兜
0,2021.06.16,爱说反话,0,@三七@晗晗 @仙仙仙仙女吖
0,2021.10.05,白露-,0,愿每一位患者都能得到最大的尊重和安慰
0,2021.08.28,优比太,0,@蟑螂药
0,2021.10.28,Betsy.,0,@星空
0,2021.12.21,nx,0,`
0,2021.11.13,B,0,@啊啊啊啊
0,2021.10.01,麻烦不要做掉我的名字好吗,1,@FENGZ
0,2021.11.05,Linda.,0,@小徐哦
0,2021.10.14,LINA,0,@喜之郎果冻
0,2021.10.14,喜之郎果冻,0,我觉得可以加入这个视频
0,2021.10.22,往后余生,1,作为这个医院的医生，他们得承受多少？麻木过后以病人以冷静面对，这说很简单，却很难
0,2021.10.09,春风十里,1,
0,2021.09.30,夷则姑娘,0,解读的很好
0,2021.10.31,晚月,0,一天多少钱呀？
0,2021.10.25,ʏ,0,@藤 
0,2021.10.25,花泽类,0,
0,2021.10.23,·.,3,安乐死什么时候普及
0,2021.08.27,天边外,9,@天边外：国内有很多信佛的开的临终关怀养老院，收费极低甚至免费，工作人员基本都是信佛的，会像对待亲人一样提供服务，特别是助念服务，不但提供日常生活的关怀，还有从生命本质上延续并升华临终人对生命的希望
0,2021.09.13,Carina,0,请问哪里呀
0,2021.09.13,天边外,1,百度搜念佛养老院，全国各地都有
0,2021.08.30,步步高家教机&小天才电话手表,6,只怕十有八九更痛苦，心理和生理
0,2021.10.04,修罗丸,1,未经历过你怎么知道病人和家属的痛苦
0,2021.10.04,步步高家教机&小天才电话手表,0,你经历过
0,2021.10.04,修罗丸,5,不要用这种事情开玩笑
0,2021.10.04,修罗丸,0,我现在正在经历
0,2021.10.17,Carry,1,临终关怀？了解下吧。
0,2022.02.11,向南,3,医院花钱就可以得到得当的照顾，家里吃喝拉撒都要靠家人，你舍得家人为你没日没夜的照顾吗。最后的尊严和自尊还是要留下的吧。
0,2022.02.13,步步高家教机&小天才电话手表,0,住院不用家人陪护？家人更忙吧
0,2022.02.15,倾疚,1,icu不能陪护
0,2022.02.15,步步高家教机&小天才电话手表,0,视频有强调是icu？
0,2022.02.15,倾疚,0,我的意思是，icu不能陪护，你知道家人要死了，去icu搏一搏还是最后到临终关怀是俩个选择，临终关怀医院能陪护
0,2022.02.16,步步高家教机&小天才电话手表,0,为什么不在家里呢
0,2022.02.16,倾疚,1,癌症晚期降低各种抵抗力，如果不消炎，会难受死人，而临终关怀医院可以做的就是消炎，减缓痛苦
0,2022.02.16,倾疚,1,在家里等死最遭罪
0,2022.02.16,步步高家教机&小天才电话手表,0,你去过？
0,2021.12.01,炎炎,1,这是最好的选择。给予安慰。减少痛苦。
0,2022.02.06,꧁༺梓༒铭༻꧂,0,因为安心的离去、减轻痛苦，减轻家庭压力
0,2022.02.06,步步高家教机&小天才电话手表,0,真的有减轻痛苦？
0,2022.02.06,꧁༺梓༒铭༻꧂,0,眼不见为净，给家人心灵压力会很大的
